patient_id,full_name,ssn,department,diagnosis,treatment_cost,admitted_date
PT-1612,Jessica Green,424-89-8694,Oncology,Asthma,10878.0,2026-07-08
PT-1613,Ellen Ali DVM,425-99-5393,Cardiology,Type 2 Diabetes,605.14,2026-06-19
PT-1614,Angela Shelton,068-99-0689,Radiology,Asthma,12838.14,2026-05-07
PT-1615,Nancy Howard,770-83-3061,Oncology,Migraine,6465.83,2026-08-07
PT-1616,Alison Gonzales,497-98-9238,Radiology,Hypertension,2929.23,2026-08-11
PT-1617,Jason Bernard,892-32-0780,Oncology,Fracture,6256.5,2026-09-14
PT-1618,Andrew Stone,451-19-9507,Pediatrics,Hypertension,2759.62,2026-08-18
PT-1619,Rebecca Brown,414-91-6649,Radiology,Type 2 Diabetes,4139.71,2026-03-18
PT-1620,Patrick Serrano,674-04-9960,Pediatrics,Fracture,14646.66,2026-06-05
PT-1621,David Williams,272-48-4431,Radiology,Hypertension,1265.2,2026-05-18
PT-1622,Olivia Fernandez,094-08-7028,Radiology,Hypertension,4570.52,2026-01-01
PT-1623,Melissa Acosta,040-61-4949,Oncology,Migraine,8820.47,2026-05-07
PT-1624,Melissa Thomas,689-87-6091,Radiology,Type 2 Diabetes,2692.07,2026-01-23
PT-1625,Kelsey Turner,041-33-9818,Radiology,Fracture,4733.15,2026-08-23
PT-1626,Michael Waller,293-49-9237,Radiology,Type 2 Diabetes,13762.8,2026-09-10
PT-1627,Mark Small,410-62-0730,Cardiology,Migraine,4258.4,2026-08-22
PT-1628,James Hale,290-93-4966,Radiology,Fracture,5888.34,2026-06-11
PT-1629,John Blackwell,163-90-1869,Radiology,Asthma,2564.97,2026-03-09
PT-1630,Lisa Wolf,799-59-6264,Radiology,Asthma,11233.68,2026-01-10
PT-1631,Jessica Smith,115-13-0385,Cardiology,Asthma,1270.31,2026-03-11
PT-1632,Kristen King,598-60-8589,Cardiology,Asthma,12619.46,2026-08-06
PT-1633,Thomas Gay,303-48-5234,Pediatrics,Hypertension,12928.71,2026-07-15
PT-1634,Julie Dougherty,684-42-9987,Oncology,Migraine,10017.99,2026-01-09
PT-1635,Brandon Knight,466-13-1821,Radiology,Hypertension,13716.5,2026-04-20
PT-1636,Valerie Weaver,663-25-7221,Radiology,Type 2 Diabetes,8860.01,2026-07-02
PT-1637,Peter Valenzuela,453-09-2371,Oncology,Fracture,10436.13,2026-05-15
PT-1638,Emily Garcia,756-74-0027,Pediatrics,Migraine,5603.82,2026-08-10
PT-1639,Joseph Rose,014-37-7294,Radiology,Asthma,882.75,2026-08-30
PT-1640,Curtis Wilson,124-32-1080,Oncology,Hypertension,1457.65,2026-01-22
PT-1641,Timothy Burgess,278-02-0959,Oncology,Fracture,13577.49,2026-09-12
PT-1642,Anthony Wright,098-12-0805,Oncology,Fracture,6143.62,2026-02-07
PT-1643,Alexander Garcia,851-98-6908,Pediatrics,Fracture,7624.99,2026-08-28
PT-1644,David Farmer,259-89-9274,Radiology,Asthma,3741.7,2026-08-22
PT-1645,Jennifer Rogers,601-27-6136,Cardiology,Type 2 Diabetes,6496.9,2026-04-10
PT-1646,Ricardo Hoffman,052-43-2206,Pediatrics,Hypertension,10325.55,2026-05-29
PT-1647,Paula Bullock,847-36-4091,Cardiology,Hypertension,6565.71,2026-03-12
PT-1648,David Ray,174-43-8630,Pediatrics,Migraine,3732.29,2026-02-13
PT-1649,Charlene Lee,247-24-5660,Oncology,Hypertension,11114.26,2026-04-01
PT-1650,Tina Gamble,888-93-7851,Pediatrics,Asthma,9012.31,2026-02-14
PT-1651,Sonya Luna,877-53-3216,Oncology,Fracture,5371.16,2026-04-30
PT-1652,Jennifer Smith,828-76-0419,Oncology,Asthma,2575.77,2026-06-28
PT-1653,Amber Maldonado,868-39-9735,Oncology,Asthma,256.71,2026-01-14
PT-1654,John Lane,491-74-8611,Pediatrics,Migraine,12796.14,2026-02-15
PT-1655,Sarah Nguyen,390-26-7840,Cardiology,Hypertension,11005.86,2026-07-22
PT-1656,Deborah Wilson,500-53-5320,Oncology,Hypertension,8640.81,2026-08-21
PT-1657,Joseph Alvarado,169-90-3325,Oncology,Hypertension,11039.79,2026-07-23
PT-1658,Nathaniel Jarvis,805-11-2790,Radiology,Type 2 Diabetes,7355.06,2026-02-09
PT-1659,Dan Chavez,507-36-3328,Cardiology,Fracture,8659.1,2026-02-08
PT-1660,James Jackson,668-42-4601,Radiology,Asthma,525.02,2026-07-12
PT-1661,Sierra Nunez,059-86-8251,Oncology,Fracture,5759.44,2026-09-05
PT-1662,Christopher Green,681-63-2660,Pediatrics,Type 2 Diabetes,645.0,2026-06-29
PT-1663,Tristan Smith,792-76-8175,Oncology,Migraine,10063.11,2026-06-16
PT-1664,Brent Gilbert,295-17-7418,Radiology,Asthma,697.49,2026-03-02
PT-1665,Kaitlin Jackson,164-68-1305,Cardiology,Hypertension,14605.49,2026-04-19
PT-1666,Kyle Gutierrez,574-54-9575,Pediatrics,Hypertension,9233.93,2026-03-01
PT-1667,Mary Horne,540-88-7985,Pediatrics,Hypertension,13869.96,2026-01-11
PT-1668,Christopher Lewis,254-25-9960,Cardiology,Hypertension,1262.09,2026-02-08
PT-1669,Amanda Waters,054-23-6165,Radiology,Asthma,6427.23,2026-08-11
PT-1670,Amanda Ortiz,454-44-5824,Oncology,Fracture,5623.09,2026-02-03
PT-1671,Matthew Snyder,213-71-6223,Radiology,Fracture,9617.19,2026-01-17
PT-1672,John Russo,354-96-4471,Radiology,Migraine,1562.95,2026-01-30
PT-1673,Melissa Thompson,855-30-9736,Oncology,Type 2 Diabetes,8091.22,2026-06-19
PT-1674,Jennifer Nelson,168-02-4339,Pediatrics,Migraine,7818.83,2026-01-19
PT-1675,Ashley York,871-26-0981,Cardiology,Fracture,6632.43,2026-08-22
PT-1676,Tony Jensen,418-71-7131,Cardiology,Asthma,13875.11,2026-08-25
PT-1677,Tiffany Cantu,260-57-1419,Radiology,Asthma,11574.01,2026-02-07
PT-1678,Leslie Taylor,318-76-8053,Pediatrics,Migraine,3304.88,2026-08-12
PT-1679,Laura Williams,441-67-0832,Oncology,Migraine,10146.8,2026-07-19
PT-1680,Michael Lewis,789-91-9771,Radiology,Type 2 Diabetes,8140.71,2026-02-05
PT-1681,Rachel Hobbs,519-15-2177,Radiology,Hypertension,12988.13,2026-03-20
PT-1682,Emily Young,463-80-7649,Oncology,Migraine,7211.5,2026-03-14
PT-1683,Karen Mcgrath,803-09-5358,Pediatrics,Hypertension,6693.11,2026-08-21
PT-1684,Paul Reilly,439-73-6125,Oncology,Type 2 Diabetes,944.1,2026-06-07
PT-1685,Jason Murray,122-12-0740,Radiology,Asthma,8683.99,2026-09-06
PT-1686,Lucas Booker,068-87-9651,Cardiology,Hypertension,5486.68,2026-07-18
PT-1687,Wendy Wilkerson,637-92-6639,Pediatrics,Migraine,6993.77,2026-08-07
PT-1688,Daniel Rodriguez,874-73-2381,Oncology,Asthma,13713.64,2026-02-20
PT-1689,Brittany Rogers,095-51-6496,Cardiology,Type 2 Diabetes,4883.5,2026-02-25
PT-1690,Brian Curry,818-87-4117,Pediatrics,Type 2 Diabetes,11909.95,2026-08-03
PT-1691,Victoria Castro,106-22-5887,Cardiology,Hypertension,2613.05,2026-06-28
PT-1692,Sydney Frazier,830-34-0043,Radiology,Type 2 Diabetes,13327.23,2026-06-18
PT-1693,Alexandra Wyatt,578-82-2924,Radiology,Asthma,3283.82,2026-06-07
PT-1694,Anna Barrett,351-90-8106,Radiology,Fracture,14705.41,2026-06-01
PT-1695,Kristina Duncan,604-60-7961,Radiology,Type 2 Diabetes,2359.58,2026-06-23
PT-1696,Brianna Ramirez,738-22-2773,Pediatrics,Hypertension,9189.31,2026-02-12
PT-1697,Ray Murphy,087-41-8577,Pediatrics,Migraine,1201.34,2026-08-29
PT-1698,Betty Swanson DDS,789-13-5337,Pediatrics,Fracture,6763.89,2026-01-08
PT-1699,Susan Woods,339-28-3113,Pediatrics,Type 2 Diabetes,2281.39,2026-03-01
PT-1700,Megan Hunt,314-77-1483,Oncology,Fracture,3680.45,2026-05-26
PT-1701,Jennifer Reed,473-86-0768,Radiology,Fracture,8280.04,2026-02-08
PT-1702,George Norman,794-57-3700,Pediatrics,Fracture,4722.32,2026-04-06
PT-1703,Nathan Olsen,138-81-5447,Oncology,Fracture,9003.13,2026-07-12
PT-1704,Kimberly Herman,319-18-3221,Radiology,Hypertension,947.62,2026-05-19
PT-1705,Joshua Williams,370-59-9229,Radiology,Type 2 Diabetes,14146.6,2026-08-01
PT-1706,William Li,099-56-0687,Cardiology,Migraine,5242.97,2026-06-29
PT-1707,Patricia Leon,183-76-4511,Cardiology,Type 2 Diabetes,3958.51,2026-06-01
PT-1708,Justin Barnes,013-67-5277,Pediatrics,Hypertension,7711.67,2026-01-02
PT-1709,Devon Hayes,487-65-2417,Pediatrics,Fracture,11041.89,2026-01-07
PT-1710,John Kim,878-34-0723,Oncology,Type 2 Diabetes,8727.53,2026-01-31
PT-1711,Melissa Daugherty,638-85-6585,Pediatrics,Type 2 Diabetes,6391.79,2026-06-11
PT-1712,Theresa White,587-74-2847,Cardiology,Asthma,8604.03,2026-03-29
PT-1713,Lisa Baird,155-19-1826,Pediatrics,Asthma,12421.46,2026-04-09
PT-1714,Crystal Houston,538-40-2727,Pediatrics,Fracture,738.11,2026-03-30
PT-1715,Grant Saunders,184-82-0759,Cardiology,Migraine,11757.14,2026-08-27
PT-1716,Rachel Taylor,526-02-7227,Radiology,Migraine,12974.75,2026-06-23
PT-1717,Jeffrey Ferguson,549-70-5317,Cardiology,Hypertension,1943.59,2026-07-01
PT-1718,Jennifer Wolf,769-31-5517,Radiology,Asthma,8157.21,2026-08-07
PT-1719,Jordan Duncan,685-10-8537,Cardiology,Hypertension,3653.83,2026-05-17
PT-1720,Shelia Montgomery,284-76-7510,Radiology,Asthma,14122.45,2026-05-26
PT-1721,Jeremy Sheppard,714-09-0013,Radiology,Fracture,1217.47,2026-05-08
PT-1722,April Acosta,570-42-8310,Radiology,Asthma,11862.25,2026-05-08
PT-1723,Juan Obrien,464-94-1904,Cardiology,Fracture,5699.18,2026-01-21
PT-1724,Sarah Martinez,210-48-6379,Pediatrics,Hypertension,12886.44,2026-04-03
PT-1725,Catherine Morgan,671-14-3124,Radiology,Hypertension,11229.09,2026-05-25
PT-1726,Carol Schmidt,679-73-0433,Cardiology,Hypertension,13415.74,2026-04-15
PT-1727,Alexa Guzman,677-67-0884,Cardiology,Asthma,11247.66,2026-04-09
PT-1728,Jeremy Taylor,364-67-1026,Radiology,Type 2 Diabetes,11174.63,2026-09-14
PT-1729,Laurie Burch,413-68-9514,Radiology,Hypertension,9089.4,2026-05-08
PT-1730,Patrick Oconnor,035-83-6556,Radiology,Type 2 Diabetes,5962.34,2026-03-31
PT-1731,Mrs. Robin Harrison,751-49-9981,Cardiology,Type 2 Diabetes,12014.59,2026-06-21
PT-1732,Tina Schroeder,843-61-0847,Radiology,Hypertension,599.53,2026-05-14
PT-1733,Justin Wolf,506-89-7032,Radiology,Fracture,2853.03,2026-04-23
PT-1734,Jennifer Acosta,157-46-8261,Oncology,Type 2 Diabetes,3615.93,2026-06-16
PT-1735,Mr. Michael Johnson,696-32-2474,Pediatrics,Fracture,10855.89,2026-06-03
PT-1736,Jeffrey Delgado,585-79-4077,Oncology,Migraine,13227.76,2026-06-07
PT-1737,Gavin Myers,215-43-2886,Radiology,Asthma,14575.96,2026-02-17
PT-1738,Melanie Garner,463-90-5142,Pediatrics,Hypertension,7801.67,2026-02-21
PT-1739,Patricia Thompson,155-37-6082,Oncology,Hypertension,246.31,2026-05-01
PT-1740,Walter Mcclure,126-73-7184,Oncology,Hypertension,5716.17,2026-08-11
PT-1741,Savannah Hanson,591-32-3108,Oncology,Asthma,330.45,2026-07-14
PT-1742,Jacob Bailey,619-51-9719,Radiology,Hypertension,14697.32,2026-09-16
PT-1743,Carol Frederick,639-62-4025,Pediatrics,Asthma,248.05,2026-08-24
PT-1744,Benjamin Roth,573-75-7465,Radiology,Migraine,4278.06,2026-02-23
PT-1745,Joanna Nguyen DDS,193-85-9612,Oncology,Fracture,5387.64,2026-04-07
PT-1746,Miss Cassandra Mahoney,639-11-8335,Cardiology,Fracture,8396.84,2026-08-21
PT-1747,Robert Berry,080-99-1386,Oncology,Asthma,3897.91,2026-07-18
PT-1748,Lynn Simon,538-22-3142,Pediatrics,Asthma,9285.63,2026-06-02
PT-1749,John Osborn,141-12-6380,Oncology,Migraine,6456.92,2026-01-21
PT-1750,Brenda Flores,118-11-7312,Cardiology,Migraine,13291.59,2026-08-11
PT-1751,Anthony Ross,126-30-8009,Radiology,Asthma,12517.29,2026-05-11
PT-1752,Jacob Hall,261-42-5979,Radiology,Type 2 Diabetes,11652.93,2026-09-01
PT-1753,Gabrielle Proctor,684-63-2640,Oncology,Asthma,12679.55,2026-07-17
PT-1754,Lance Collins,014-65-2804,Oncology,Hypertension,3048.36,2026-08-31
PT-1755,Kelly Burns,592-69-7731,Cardiology,Hypertension,13261.16,2026-01-24
PT-1756,Jenna Smith,398-29-5320,Oncology,Type 2 Diabetes,2904.88,2026-01-17
PT-1757,Robert Hardy,544-14-8179,Cardiology,Migraine,10329.02,2026-08-02
PT-1758,Cory Ramirez,132-97-5829,Cardiology,Hypertension,6940.67,2026-05-31
PT-1759,Dennis Smith,176-99-2842,Oncology,Hypertension,7820.83,2026-06-21
PT-1760,Tara Gardner,729-96-0124,Cardiology,Type 2 Diabetes,6011.8,2026-07-26
PT-1761,Michael Schaefer,832-70-6146,Pediatrics,Type 2 Diabetes,1627.69,2026-05-19
PT-1762,Melissa Nash,753-09-5834,Cardiology,Hypertension,5868.11,2026-05-21
PT-1763,Robert Thomas,171-72-8903,Radiology,Hypertension,10389.96,2026-05-07
PT-1764,Steven Adams,586-52-1927,Pediatrics,Hypertension,11500.86,2026-05-30
PT-1765,Cynthia Wallace,048-01-1491,Radiology,Fracture,11792.13,2026-02-26
PT-1766,Amber Jordan,118-58-2031,Cardiology,Type 2 Diabetes,1470.56,2026-05-13
PT-1767,John Molina,823-64-0388,Pediatrics,Type 2 Diabetes,6400.4,2026-01-22
PT-1768,Antonio Hughes,602-65-2124,Oncology,Hypertension,2967.32,2026-06-18
PT-1769,Ross Jarvis,549-85-1495,Radiology,Migraine,6316.82,2026-05-10
PT-1770,Craig Wilson,072-71-1075,Radiology,Asthma,13857.4,2026-02-24
PT-1771,Marcus Gonzales,746-56-5110,Cardiology,Hypertension,9670.87,2026-07-12
PT-1772,Robert Johnson,133-68-1091,Cardiology,Fracture,9248.64,2026-03-12
PT-1773,Samantha Morgan,188-84-8915,Radiology,Asthma,10178.27,2026-06-08
PT-1774,Christopher Nelson,485-39-4573,Oncology,Migraine,10127.75,2026-02-13
PT-1775,Michael Booth DDS,416-99-4503,Cardiology,Asthma,7298.4,2026-06-10
PT-1776,Robert Silva,376-84-1210,Pediatrics,Hypertension,2062.68,2026-09-06
PT-1777,Patrick English,790-81-4352,Cardiology,Migraine,13686.8,2026-04-02
PT-1778,Steven Wheeler,544-46-9275,Radiology,Type 2 Diabetes,704.44,2026-03-23
PT-1779,Dawn Grimes,023-85-2260,Cardiology,Type 2 Diabetes,11290.57,2026-01-29
PT-1780,Donald Parsons,459-09-2821,Cardiology,Type 2 Diabetes,5301.52,2026-01-10
PT-1781,Amy Smith,210-96-8419,Radiology,Asthma,11794.75,2026-01-19
PT-1782,Dustin Hoffman,385-95-0060,Pediatrics,Migraine,13091.86,2026-03-30
PT-1783,Alec Bennett,576-84-5572,Pediatrics,Hypertension,6052.28,2026-07-19
PT-1784,Christopher White,458-64-6672,Oncology,Fracture,9871.69,2026-08-17
PT-1785,Travis Pearson,439-38-6081,Cardiology,Fracture,7103.38,2026-05-11
PT-1786,Stephen Young,824-74-1040,Pediatrics,Asthma,8386.64,2026-08-15
PT-1787,Todd Hall,862-42-2281,Oncology,Hypertension,5502.1,2026-05-04
PT-1788,Nathan Kim Jr.,865-23-7362,Pediatrics,Fracture,6857.04,2026-01-07
PT-1789,Sara Pugh,612-04-3461,Oncology,Type 2 Diabetes,1196.71,2026-01-26
PT-1790,Lindsey Stone,765-49-3139,Radiology,Migraine,13977.09,2026-08-16
PT-1791,Thomas Nelson,117-31-2640,Oncology,Migraine,9958.7,2026-01-24
PT-1792,Mr. Christopher Lee,718-74-7444,Cardiology,Hypertension,7065.77,2026-04-26
PT-1793,Brandon Brock,352-06-8016,Oncology,Asthma,13375.77,2026-01-29
PT-1794,Matthew Morris DVM,801-72-5906,Oncology,Asthma,3778.74,2026-08-20
PT-1795,Angela Allen,483-54-6830,Pediatrics,Migraine,9077.63,2026-01-14
PT-1796,Melissa Young,856-87-2150,Pediatrics,Migraine,10268.37,2026-06-15
PT-1797,Nicole Jones,707-86-8710,Oncology,Asthma,14023.88,2026-03-27
PT-1798,Sean Williams,614-62-1615,Oncology,Fracture,2565.64,2026-02-06
PT-1799,Jessica Richardson,096-55-5909,Radiology,Type 2 Diabetes,11289.26,2026-07-03
PT-1800,Ronald Sloan,801-05-6834,Cardiology,Fracture,12171.68,2026-09-10
PT-1801,Nancy Martinez,811-52-3891,Radiology,Type 2 Diabetes,13389.94,2026-06-17
PT-1802,Aaron Preston,199-05-0379,Radiology,Hypertension,2167.07,2026-01-21
PT-1803,Mr. Matthew Moore DDS,153-66-9542,Radiology,Fracture,14281.5,2026-05-25
PT-1804,Tanya Craig,277-31-5306,Cardiology,Type 2 Diabetes,11283.99,2026-09-13
PT-1805,Christopher Fernandez,652-96-7404,Radiology,Migraine,7769.21,2026-01-10
PT-1806,Cody Carlson,512-09-6821,Radiology,Fracture,5428.89,2026-06-27
PT-1807,Jennifer Campbell,852-50-2894,Oncology,Hypertension,5495.92,2026-04-28
PT-1808,Andrea Miller,089-40-8258,Pediatrics,Fracture,6160.43,2026-01-10
PT-1809,Christine Morris,846-02-9983,Pediatrics,Hypertension,12476.93,2026-04-21
PT-1810,Tracey Anderson,235-84-2985,Pediatrics,Hypertension,12097.08,2026-04-02
PT-1811,Peter Estes Jr.,614-59-6400,Radiology,Type 2 Diabetes,14644.08,2026-09-02
PT-1812,Elizabeth Gardner,737-72-2716,Pediatrics,Asthma,766.79,2026-09-16
PT-1813,Michelle Bailey,588-26-0469,Oncology,Fracture,8623.47,2026-09-02
PT-1814,Morgan Mendoza,032-01-3875,Cardiology,Hypertension,10951.6,2026-06-02
PT-1815,Sheryl Evans,669-14-0147,Radiology,Asthma,14025.1,2026-08-15
PT-1816,Katherine Juarez,330-43-5490,Pediatrics,Fracture,8608.4,2026-03-06
PT-1817,Sean Lynn,272-48-0833,Radiology,Migraine,7175.12,2026-02-15
PT-1818,Christopher Johnson,644-74-1051,Oncology,Hypertension,12960.21,2026-07-13
PT-1819,Blake Villa,606-65-5199,Radiology,Fracture,786.77,2026-01-23
PT-1820,Jessica Lewis,615-51-1853,Pediatrics,Type 2 Diabetes,280.27,2026-06-03
PT-1821,Katelyn Mcbride,522-12-3349,Oncology,Asthma,11757.13,2026-07-04
PT-1822,Reginald Hall,831-11-3395,Pediatrics,Hypertension,7024.03,2026-01-31
PT-1823,Stephen Frazier,672-87-5787,Cardiology,Migraine,4647.35,2026-07-06
PT-1824,Sheri Edwards,250-89-8491,Oncology,Migraine,9328.84,2026-06-08
PT-1825,Michael Alvarez,882-17-1824,Cardiology,Fracture,6896.44,2026-01-26
PT-1826,Douglas Green,824-11-5049,Cardiology,Asthma,5319.48,2026-05-18
PT-1827,Selena Shelton,218-84-6274,Radiology,Fracture,7381.61,2026-04-08
PT-1828,David Clark,280-82-2412,Oncology,Hypertension,4458.72,2026-06-28
PT-1829,Andrew Savage,220-93-8607,Pediatrics,Hypertension,478.27,2026-06-20
PT-1830,Mark Morgan,796-60-2229,Oncology,Asthma,14159.04,2026-02-03
PT-1831,Heather Jenkins,101-32-4171,Pediatrics,Migraine,533.98,2026-03-27
PT-1832,Jacob Johnston,071-57-5527,Pediatrics,Fracture,10635.07,2026-01-31
PT-1833,Bruce Gentry,539-97-3027,Pediatrics,Asthma,2688.43,2026-01-18
PT-1834,Jasmine Cole,746-31-0280,Radiology,Type 2 Diabetes,2033.18,2026-02-18
PT-1835,Manuel Williams,753-73-0281,Cardiology,Migraine,9542.41,2026-02-21
PT-1836,Jonathan Lopez,799-49-8768,Oncology,Fracture,8761.57,2026-08-24
PT-1837,Lisa Collins,582-98-1043,Cardiology,Asthma,5807.61,2026-02-20
PT-1838,Dawn Le,056-81-9650,Pediatrics,Type 2 Diabetes,7488.34,2026-09-11
PT-1839,Todd Lopez,715-77-9317,Radiology,Type 2 Diabetes,3038.97,2026-09-12
PT-1840,Brianna Richard,323-18-6769,Pediatrics,Type 2 Diabetes,11102.44,2026-07-31
PT-1841,Richard Camacho,215-13-6838,Cardiology,Fracture,8541.69,2026-06-23
PT-1842,Travis Carey,344-08-7248,Oncology,Hypertension,252.9,2026-02-09
PT-1843,Sara Pittman,267-93-3225,Oncology,Migraine,9338.3,2026-03-31
PT-1844,Jason Wade,149-83-5898,Pediatrics,Asthma,13523.63,2026-01-08
PT-1845,Luke Peterson,225-87-0479,Cardiology,Type 2 Diabetes,9140.18,2026-06-24
PT-1846,Kelsey Jacobs,662-30-3582,Radiology,Fracture,14595.19,2026-06-20
PT-1847,Shaun Hernandez,574-55-8341,Oncology,Asthma,11237.87,2026-04-07
PT-1848,Dawn Park,358-93-0121,Cardiology,Fracture,801.67,2026-08-24
PT-1849,Daniel Guerrero,749-26-2493,Pediatrics,Asthma,8568.49,2026-08-18
PT-1850,Stephanie Williams,496-40-0936,Radiology,Hypertension,9457.25,2026-08-18
PT-1851,Kelly Cantu,089-55-6816,Radiology,Migraine,11523.05,2026-07-26
PT-1852,Jeffrey Smith,876-75-3818,Cardiology,Asthma,2755.58,2026-06-05
PT-1853,Judy Peterson,238-84-0765,Radiology,Fracture,11395.11,2026-03-28
PT-1854,Erin Carlson,845-32-0288,Pediatrics,Asthma,5491.89,2026-04-24
PT-1855,Jeanette Sanders,887-75-1601,Oncology,Migraine,739.24,2026-06-10
PT-1856,Linda Meyer,605-05-2238,Pediatrics,Type 2 Diabetes,3076.33,2026-06-13
PT-1857,Kelli Mccoy,650-90-0477,Cardiology,Migraine,3133.85,2026-06-07
PT-1858,Robert Sutton,122-57-7840,Pediatrics,Fracture,3926.74,2026-07-17
PT-1859,John Johnson,609-83-6896,Oncology,Hypertension,9566.94,2026-04-19
PT-1860,Stephanie Santos,076-78-4481,Radiology,Type 2 Diabetes,6401.48,2026-01-20
PT-1861,Michael Jarvis,047-39-8447,Cardiology,Fracture,3567.24,2026-09-04
PT-1862,Ms. Katherine Reeves,241-70-0846,Radiology,Migraine,14808.22,2026-07-02
PT-1863,Amy Tucker,139-09-1797,Cardiology,Type 2 Diabetes,654.07,2026-01-03
PT-1864,Sarah Fischer,882-11-4601,Radiology,Migraine,7900.89,2026-03-12
PT-1865,Denise Brown,173-04-3326,Radiology,Type 2 Diabetes,14480.84,2026-08-06
PT-1866,Spencer Montgomery,261-44-5034,Oncology,Migraine,11867.82,2026-06-30
PT-1867,Daisy Lutz,107-15-5244,Cardiology,Type 2 Diabetes,2005.41,2026-03-10
PT-1868,Jonathan Brown,009-50-1960,Radiology,Asthma,5815.86,2026-05-05
PT-1869,Kathleen Meyer,530-47-0545,Cardiology,Migraine,6370.09,2026-08-22
PT-1870,Thomas Carter,563-98-0394,Cardiology,Type 2 Diabetes,8085.25,2026-06-17
PT-1871,Sara Pruitt,619-61-3544,Cardiology,Type 2 Diabetes,6612.69,2026-03-25
PT-1872,Jordan Moss,573-12-7017,Radiology,Migraine,14740.46,2026-01-03
PT-1873,Whitney Sandoval,798-79-2674,Oncology,Type 2 Diabetes,4361.7,2026-01-19
PT-1874,Charles Gilbert,217-42-8159,Cardiology,Hypertension,11512.82,2026-05-23
PT-1875,Roger Collier,038-61-5037,Radiology,Type 2 Diabetes,360.31,2026-03-14
PT-1876,Charles Cox,037-30-2413,Pediatrics,Type 2 Diabetes,11347.84,2026-05-17
PT-1877,Jennifer Glenn,176-42-4123,Pediatrics,Hypertension,2130.03,2026-06-10
PT-1878,Christina Martinez,280-43-0367,Radiology,Hypertension,14659.04,2026-03-22
PT-1879,Erica Davis,192-07-8931,Oncology,Hypertension,4271.93,2026-01-04
PT-1880,Suzanne Gomez,624-08-6153,Radiology,Asthma,11415.15,2026-07-23
PT-1881,Benjamin Davenport,017-51-2816,Pediatrics,Hypertension,4288.94,2026-07-28
PT-1882,Dawn Morgan,805-85-4521,Cardiology,Migraine,7984.78,2026-05-20
PT-1883,Joseph Harmon,750-10-5969,Pediatrics,Fracture,3786.83,2026-06-01
PT-1884,Hannah Mclaughlin,641-13-8543,Oncology,Hypertension,1288.04,2026-08-24
PT-1885,Jonathan Williamson,070-28-5304,Cardiology,Type 2 Diabetes,5750.34,2026-06-14
PT-1886,Christopher Torres,806-24-3569,Oncology,Migraine,12774.45,2026-01-20
PT-1887,Alexis Atkinson,734-34-1389,Oncology,Migraine,6076.87,2026-01-18
PT-1888,Rebecca Hayes,762-99-2274,Cardiology,Asthma,13387.69,2026-02-11
PT-1889,Betty Willis,188-48-3787,Radiology,Fracture,572.44,2026-02-16
PT-1890,Michaela Kim,398-26-1332,Pediatrics,Asthma,9163.12,2026-08-29
PT-1891,Amanda Hudson,833-93-7943,Radiology,Migraine,9443.22,2026-07-29
PT-1892,Nathan Warner,836-24-1973,Radiology,Fracture,7411.86,2026-08-03
PT-1893,Steven Santana Jr.,630-74-5178,Oncology,Asthma,13425.31,2026-02-27
PT-1894,Justin Yoder,295-74-0901,Pediatrics,Migraine,10921.27,2026-01-08
PT-1895,James Hansen,618-93-3460,Pediatrics,Migraine,5267.74,2026-04-22
PT-1896,Dustin Taylor,637-89-4131,Pediatrics,Hypertension,1779.71,2026-03-12
PT-1897,Mr. Johnny Riley Jr.,695-59-6477,Pediatrics,Migraine,12917.57,2026-07-06
PT-1898,Jacqueline Mays,815-70-1843,Radiology,Hypertension,6778.04,2026-02-14
PT-1899,Bryan Zavala,391-31-3462,Cardiology,Hypertension,8527.7,2026-04-26
PT-1900,Michelle Adams,507-47-2116,Cardiology,Migraine,6708.43,2026-04-23
PT-1901,Cathy Clayton,173-54-8430,Pediatrics,Asthma,13303.64,2026-08-04
PT-1902,Jade Long,738-97-4039,Oncology,Asthma,8844.5,2026-05-09
PT-1903,Taylor Blake,577-93-2516,Radiology,Hypertension,9527.76,2026-04-30
PT-1904,Susan Hebert,309-22-0787,Cardiology,Asthma,11309.36,2026-06-04
PT-1905,Justin Steele,123-53-4732,Radiology,Asthma,13045.11,2026-05-06
PT-1906,Timothy Ford,754-84-8333,Radiology,Hypertension,4593.34,2026-06-30
PT-1907,Luis Porter,149-18-0811,Radiology,Fracture,2685.71,2026-08-04
PT-1908,James Gomez,307-62-1638,Radiology,Hypertension,2705.06,2026-08-22
PT-1909,Brenda Schmidt,870-45-7813,Radiology,Asthma,10747.13,2026-04-25
PT-1910,Veronica Warren,717-39-6965,Oncology,Fracture,1502.62,2026-04-18
PT-1911,Barbara Smith,449-25-7205,Oncology,Fracture,2055.0,2026-06-28
PT-1912,Edward Clements,117-02-1691,Cardiology,Hypertension,5550.61,2026-08-04
PT-1913,Ashley Lindsey,634-09-2944,Oncology,Asthma,2901.6,2026-07-03
PT-1914,Jeffrey Thomas,559-17-7130,Cardiology,Fracture,6394.93,2026-01-17
PT-1915,Andrea Richardson,672-91-5484,Cardiology,Hypertension,3403.32,2026-03-30
PT-1916,Jasmine Gray,118-61-9477,Cardiology,Type 2 Diabetes,13118.37,2026-07-19
PT-1917,Dwayne Miller,770-11-0022,Oncology,Migraine,8627.84,2026-07-06
